State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
Nevada,2009,8,1,30.8,1.34,-0.65
Arizona,2015,11,3,45.2,0.52,-0.68
Arizona,2015,12,4,46.6,1.02,-0.7
Arizona,2014,11,1,52.5,0.17,-1.72
Arizona,2014,12,2,57,0.29,-2.37
Arizona,2015,1,5,70.8,0.74,-2.44
Arizona,2015,2,7,73,0.34,-2.58
Arizona,2015,3,3,82.8,1.09,-3.11
Arizona,2015,4,2,79.7,0.66,-4.05
Arizona,2015,5,1,74.1,0.69,-4.16
Arizona,2015,6,1,59.4,0.15,-4.3
Arizona,2015,7,1,52.9,0.15,-4.56
Arizona,2015,8,1,39,1.21,-3.9
Arizona,2015,9,1,42.2,3.41,-0.15
Arizona,2015,10,1,44.3,1.44,0.95
Arizona,2013,11,1,49.2,1.03,1.22
Arizona,2013,12,1,56.1,0.27,1.53
Arizona,2014,1,3,63.1,0.06,2.03
Arizona,2014,2,6,75.9,0.08,2.32
Arizona,2014,3,3,81.8,1.97,2.29
Arizona,2014,3,1,79,1.84,1.36
Arizona,2014,5,1,75.4,0.6,-0.36
Arizona,2014,5,1,62.7,1.35,0.2
Arizona,2014,6,1,48.3,0.19,-0.91
Arizona,2014,8,1,46.7,1.67,-0.67
Arizona,2014,8,1,41.5,0.05,-1.39
Arizona,2014,9,1,41.7,1.05,-1.16
Arizona,2012,11,1,53.3,0.33,-1.8
Arizona,2012,12,1,58.9,0.41,-2.29
Arizona,2013,1,6,63.3,0.28,-2.54
Arizona,2013,2,8,75.7,0.02,-3.09
Arizona,2013,3,4,80.8,1.76,-2.91
Arizona,2013,3,1,82.2,1.28,-3.48
Arizona,2013,5,1,74.6,1.31,-3.12
Arizona,2013,6,1,62.8,0.67,-3.11
Arizona,2013,6,1,49.4,0.92,-2.62
Arizona,2013,8,1,39.9,1.55,-1.7
Arizona,2013,8,1,45.3,0.26,-2.67
Arizona,2013,9,1,45.6,0.43,-2.94
Arizona,2011,11,1,51.6,0.69,-3.11
Arizona,2011,12,1,60.6,0.32,-3.67
Arizona,2012,1,1,69.3,0.05,-4.24
Arizona,2012,2,2,78.7,0.08,-4.75
Arizona,2012,3,2,80,2.52,-3.03
Arizona,2012,3,2,80.5,2.22,-2.72
Arizona,2012,5,1,73.7,1.07,-2.73
Arizona,2012,6,1,63.8,0.25,-3.56
Arizona,2012,6,1,53.8,0.21,-3.9
Arizona,2012,8,1,42.4,1.46,-3.17
Arizona,2012,9,1,38.6,1.3,-2.32
Arizona,2012,9,1,42.2,0.51,-2.54
Arizona,2010,11,1,54.8,0.57,-3.08
Arizona,2010,12,5,59.4,0.2,-3.46
Arizona,2011,1,2,67.4,0.06,-3.69
Arizona,2011,2,5,79.5,0.03,-4.07
Arizona,2011,3,3,81.1,2.68,-2.21
Arizona,2011,4,1,78.5,2.39,-1.55
Arizona,2011,5,1,72.4,1.88,-0.11
Arizona,2011,6,1,58.8,0.21,-0.97
Arizona,2011,7,1,51.3,1.86,0.6
Arizona,2011,8,1,41.5,0.44,-0.16
Arizona,2011,9,1,46.5,0.03,-1.73
Arizona,2011,10,1,50,0.16,-3.06
Arizona,2009,9,3,53.9,0.9,-3.4
Arizona,2009,10,8,59.1,0.24,-3.96
Arizona,2009,11,6,66.8,0.07,-4.48
Arizona,2009,12,1,77.7,0.01,-5.06
Arizona,2010,1,1,81.4,1.86,-4.64
Arizona,2010,2,1,76.5,3.13,-2.32
Arizona,2010,3,1,74.2,2.49,0.13
Arizona,2010,4,1,64.9,0.6,-0.63
Arizona,2010,5,1,51.7,0.11,-1.77
Arizona,2010,6,1,44.3,1.47,-1.35
Arizona,2010,7,1,45.1,1.79,-0.49
Arizona,2010,8,1,52,0.64,-1.43
Arizona,2010,9,1,56.3,1.12,-1.92
Arizona,2010,10,1,58.4,0.42,-2.66
Arizona,2009,1,1,62.9,1,-1.76
Arizona,2009,2,1,78.4,0.8,-1.23
Arizona,2009,3,1,78.6,1.91,-0.74
Arizona,2009,4,1,80.6,2.1,-0.85
Arizona,2009,5,3,75,1.37,-0.64
Arizona,2009,6,1,64.5,1.88,0.84
Arizona,2009,7,1,48.3,0.76,0.73
Arizona,2009,8,1,40.9,0.6,-0.45
Utah,2015,11,2,29.5,1.12,-1.16
Utah,2015,12,1,33.1,0.98,-1.3
Utah,2014,11,2,39.3,0.79,-1.97
Utah,2014,12,5,45.3,1.56,-1.11
Utah,2015,1,10,58.7,1.23,-1.17
Utah,2015,2,6,62,1.74,0.27
Utah,2015,3,4,73.2,0.49,-0.38
Utah,2015,4,3,69.7,0.39,-1.72
Utah,2015,5,2,64.3,0.75,-1.91
Utah,2015,6,1,45.7,0.79,-1.85
Utah,2015,7,1,39,0.4,-2.4
Utah,2015,8,1,21.6,1.56,-1.81
Utah,2015,9,1,27,1.58,-1.05
Utah,2015,10,1,29.9,1.11,-0.91
Utah,2013,11,2,38,1.3,-0.9
Utah,2013,12,5,44.7,1.39,-0.25
Utah,2014,1,7,50.2,1.24,0.7
Utah,2014,2,4,65.4,0.79,0.85
Utah,2014,3,3,73.1,0.83,0.72
Utah,2014,3,3,69.3,1.38,0.82
Utah,2014,5,2,63.8,0.26,-0.74
Utah,2014,5,2,51.1,2.57,0.96
Utah,2014,6,1,34.8,1.4,1.24
Utah,2014,8,1,32.5,3.38,2.94
Utah,2014,8,1,25.4,0.39,2.64
Utah,2014,9,1,28.6,1.21,3.03
Utah,2012,11,2,39.4,1.27,2.97
Utah,2012,12,4,43.5,2.02,3.54
Utah,2013,1,10,50.8,2.81,4.88
Utah,2013,2,10,63.3,0.54,5.08
Utah,2013,3,5,71.8,1.72,6.08
Utah,2013,3,2,72.5,0.96,5.7
Utah,2013,5,1,63.2,0.96,5.09
Utah,2013,6,1,50.1,1.42,4.76
Utah,2013,6,1,36.1,0.9,3.91
Utah,2013,8,1,26.8,0.51,2.29
Utah,2013,8,1,31,0.97,1.32
Utah,2013,9,1,31.7,1.04,0.56
Utah,2011,11,1,42.6,0.73,-1.44
Utah,2011,12,1,49.6,0.73,-2.44
Utah,2012,1,2,58,0.28,-3.49
Utah,2012,2,4,68.7,0.03,-4.61
Utah,2012,3,3,73.2,1.41,-4.6
Utah,2012,3,4,73,1.07,-4.6
Utah,2012,5,1,63.6,1.04,-4.25
Utah,2012,6,1,50.9,0.96,-4.08
Utah,2012,6,1,41.2,0.67,-4.33
Utah,2012,8,1,27.8,1.76,-3.26
Utah,2012,9,1,19.7,1.01,-3.3
Utah,2012,9,1,27.6,0.52,-3.69
Utah,2010,11,1,41.1,0.73,-4.16
Utah,2010,12,2,45,1.28,-3.75
Utah,2011,1,1,56,0.97,-3.77
Utah,2011,2,5,69.2,0.02,-4.68
Utah,2011,3,2,74.6,1.5,-4.57
Utah,2011,4,3,71,1.4,-4.17
Utah,2011,5,1,61.4,2.74,-0.49
Utah,2011,6,1,46.4,1.01,-0.3
Utah,2011,7,1,38,1.02,-0.53
Utah,2011,8,1,23.1,1.01,-0.77
Utah,2011,9,1,30.4,0.61,-1.65
Utah,2011,10,1,35.7,1.06,-2.18
Utah,2009,9,1,41,0.99,-3.01
Utah,2009,10,8,46.7,0.94,-3.09
Utah,2009,11,10,56.5,1.02,-3.31
Utah,2009,12,1,66,0.24,-4.04
Utah,2010,1,1,74.6,1.14,-4.2
Utah,2010,2,1,67.7,2.46,-1.51
Utah,2010,3,1,64.2,2.66,1.58
Utah,2010,4,1,53.1,0.2,-0.38
Utah,2010,5,1,37.7,0.75,-0.98
Utah,2010,6,1,31.7,1.26,-0.87
Utah,2010,7,1,32.1,0.92,-1.25
Utah,2010,8,1,38.9,0.63,-2.63
Utah,2010,9,1,44.9,0.85,-3.61
Utah,2010,10,1,47.1,0.98,-3.76
Utah,2009,1,1,53.8,3.2,-0.98
Utah,2009,2,2,70,0.97,-1.78
Utah,2009,3,3,70.1,1.46,-1.63
Utah,2009,4,2,71,1.27,-1.56
Utah,2009,5,2,65.5,0.88,-1.88
Utah,2009,6,10,54.3,1.8,-1.17
Utah,2009,7,9,34.5,1.07,-0.86
Utah,2009,8,1,26.6,1.38,-0.43
South Dakota,2015,11,1,16.7,0.4,4.29
South Dakota,2015,12,1,23.5,1,4.67
South Dakota,2014,11,1,30,1.75,5.39
South Dakota,2014,12,1,42.3,1.86,5.47
South Dakota,2015,1,5,55.9,1.27,3.73
South Dakota,2015,2,4,63.2,3.49,4.16
South Dakota,2015,3,2,67.9,3.45,5.25
South Dakota,2015,4,1,67.4,2.87,6.05
South Dakota,2015,5,1,63,1.3,5.51
South Dakota,2015,6,1,39.5,3.94,7.55
South Dakota,2015,7,1,40,0.11,5.96
South Dakota,2015,8,1,13.5,1.15,6.8
South Dakota,2015,9,1,14.8,0.61,6.66
South Dakota,2015,10,0,14.6,0.6,6.53
South Dakota,2013,11,1,36.3,1.19,6.49
South Dakota,2013,12,1,49.3,2.38,6.36
South Dakota,2014,1,4,54.3,3.69,6.72
South Dakota,2014,2,4,65.9,4.92,7.25
South Dakota,2014,3,2,72.4,3.73,8.27
South Dakota,2014,3,1,73.6,2.02,8.42
South Dakota,2014,5,1,59.1,3.26,9.16
South Dakota,2014,5,1,51.6,1,8.12
South Dakota,2014,6,1,32.1,0.33,7.08
South Dakota,2014,8,1,17.7,0.95,7.2
South Dakota,2014,8,1,13,0.93,7.17
South Dakota,2014,9,1,16.3,1.13,7.34
South Dakota,2012,11,1,27.3,1.05,7.16
South Dakota,2012,12,2,43.1,2.29,7.25
South Dakota,2013,1,5,53,4.5,8.07
South Dakota,2013,2,6,64.7,4.52,8.31
South Dakota,2013,3,3,75.9,3.15,8.8
South Dakota,2013,3,3,71.6,2.32,8.86
South Dakota,2013,5,1,59.9,0.63,7.13
South Dakota,2013,6,1,51.3,1.11,6.1
South Dakota,2013,6,1,34.4,0.24,4.67
South Dakota,2013,8,1,26.8,0.26,3.66
South Dakota,2013,8,1,25.4,0.41,3.11
South Dakota,2013,9,1,25.7,1.13,3.91
South Dakota,2011,11,1,47,0.37,0.23
South Dakota,2011,12,1,50.2,3.06,0.22
South Dakota,2012,1,1,58.3,2.79,-0.3
South Dakota,2012,2,5,70.4,2.18,-2.35
South Dakota,2012,3,5,78.7,1.54,-3.42
South Dakota,2012,3,1,71,1.12,-4.23
South Dakota,2012,5,1,62.6,0.2,-5.05
South Dakota,2012,6,1,45.6,0.83,-4.72
South Dakota,2012,6,1,34.9,0.32,-4.68
South Dakota,2012,8,1,21.4,0.63,-4.01
South Dakota,2012,9,0,19.4,0.45,-3.72
South Dakota,2012,9,1,23.8,0.7,-3.17
South Dakota,2010,11,1,28.1,0.67,-3.51
South Dakota,2010,12,1,36.9,2.33,-1.92
South Dakota,2011,1,1,55.9,4.82,1.12
South Dakota,2011,2,2,65.3,3.12,1.33
South Dakota,2011,3,5,71.8,2.47,2.01
South Dakota,2011,4,1,71.6,2.41,2.28
South Dakota,2011,5,1,65.8,1.91,2.2
South Dakota,2011,6,1,44.3,5.01,5.13
South Dakota,2011,7,1,32.1,0.3,4.68
South Dakota,2011,8,1,13.5,0.75,4.85
South Dakota,2011,9,1,18.3,0.24,4.49
South Dakota,2011,10,1,13.9,0.36,4.29
South Dakota,2009,9,1,29.4,0.76,4.29
South Dakota,2009,10,4,43.5,1.97,4.48
South Dakota,2009,11,3,55.6,2.42,4.2
South Dakota,2009,12,1,64.2,5.89,5.6
South Dakota,2010,1,0,69.5,1.04,5.17
South Dakota,2010,2,4,69.3,4.04,6.68
South Dakota,2010,3,1,60.5,1.61,6.4
South Dakota,2010,4,1,50.3,0.57,4.85
South Dakota,2010,5,1,25.6,0.62,4.55
South Dakota,2010,6,0,24.2,0.67,4.69
South Dakota,2010,7,0,22.7,0.27,4.06
South Dakota,2010,8,1,19.5,0.34,3.48
South Dakota,2010,9,1,39,0.24,1.07
South Dakota,2010,10,1,47.7,0.87,-1.08
South Dakota,2009,1,1,53.9,5.72,2.38
South Dakota,2009,2,2,67.6,4.05,3
South Dakota,2009,3,3,72.1,3.02,3.67
South Dakota,2009,4,4,69.9,3.36,4.7
South Dakota,2009,5,1,65.9,1.33,3.95
South Dakota,2009,6,1,51.6,1.44,3.74
South Dakota,2009,7,1,36.5,1.02,3.66
South Dakota,2009,8,1,24.3,1.12,4.07
Wyoming,2015,11,1,23.4,1.34,-0.07
Wyoming,2015,12,1,26.8,0.64,-0.58
Wyoming,2014,11,1,30.8,1.6,-0.27
Wyoming,2014,12,2,38.4,2.5,0.66
Wyoming,2015,1,6,50,1.26,-0.62
Wyoming,2015,2,8,55.4,3.22,1.1
Wyoming,2015,3,4,63.6,1.45,1.68
Wyoming,2015,4,2,61.8,1.18,2.05
Wyoming,2015,5,1,57.5,0.63,0.56
Wyoming,2015,6,1,35.1,2.02,2.53
Wyoming,2015,7,1,33.9,0.34,0.98
Wyoming,2015,8,1,14.5,0.82,0.7
Wyoming,2015,9,1,22.2,0.59,-0.11
Wyoming,2015,10,1,21.5,0.58,-0.84
Wyoming,2013,11,1,34.2,1.11,-1.29
Wyoming,2013,12,1,39.2,2.32,-0.38
Wyoming,2014,1,4,44,3.23,1.4
Wyoming,2014,2,3,57.4,2.63,1.96
Wyoming,2014,3,1,65.1,1.11,2.33
Wyoming,2014,3,1,64.1,1.01,2.34
Wyoming,2014,5,1,56.3,0.35,0.24
Wyoming,2014,5,1,47.1,1.28,-0.22
Wyoming,2014,6,1,28.5,1.35,0.31
Wyoming,2014,8,1,23.9,1.69,1.52
Wyoming,2014,8,1,20.3,1.01,1.6
Wyoming,2014,9,1,18,1.03,1.84
Wyoming,2012,11,1,32,1.48,2.23
Wyoming,2012,12,5,37.1,2.49,3.04
Wyoming,2013,1,10,44.2,4.59,4.87
Wyoming,2013,2,8,56.4,1.59,4.32
Wyoming,2013,3,1,67.3,1.01,4.08
Wyoming,2013,3,1,66.4,0.81,2.96
Wyoming,2013,5,1,56.4,0.54,1.01
Wyoming,2013,6,1,44.8,1.8,1.68
Wyoming,2013,6,1,28.8,1.36,2.02
Wyoming,2013,8,1,21,0.84,1.44
Wyoming,2013,8,1,25.1,0.92,0.94
Wyoming,2013,9,1,22.7,1.29,1.34
Wyoming,2011,11,1,39.4,0.57,-1.29
Wyoming,2011,12,1,44.7,1.19,-2.48
Wyoming,2012,1,1,50,1.53,-3.07
Wyoming,2012,2,1,62.8,0.45,-4.47
Wyoming,2012,3,1,70,1.12,-5.49
Wyoming,2012,3,2,66.6,0.26,-6.57
Wyoming,2012,5,1,57.5,0.46,-6.94
Wyoming,2012,6,1,41.7,1.11,-6.19
Wyoming,2012,6,1,35,0.87,-6.22
Wyoming,2012,8,1,22.1,1.19,-5.72
Wyoming,2012,9,1,19.9,0.74,-5.79
Wyoming,2012,9,1,22.6,0.79,-5.88
Wyoming,2010,11,1,31.3,0.71,-6.52
Wyoming,2010,12,1,34.7,1.87,-6.11
Wyoming,2011,1,1,50.4,2.19,-5.75
Wyoming,2011,2,4,60.7,0.68,-6.39
Wyoming,2011,3,2,67.8,1.32,-6.55
Wyoming,2011,4,1,66.7,0.9,-6.66
Wyoming,2011,5,1,57.3,2.88,-3.45
Wyoming,2011,6,1,39.3,2.53,0.03
Wyoming,2011,7,1,31.3,0.56,-0.38
Wyoming,2011,8,1,18.1,1.15,0.24
Wyoming,2011,9,1,23.3,0.94,0.43
Wyoming,2011,10,1,20,1.7,2.14
Wyoming,2009,9,1,32.3,1.76,3.2
Wyoming,2009,10,5,39.7,1.38,2.8
Wyoming,2009,11,8,50.1,1.76,1.83
Wyoming,2009,12,1,56.4,1.77,1.72
Wyoming,2010,1,1,66.4,1.18,1.58
Wyoming,2010,2,1,62.5,2.33,3.01
Wyoming,2010,3,1,55.8,1.95,3.37
Wyoming,2010,4,1,46.9,0.57,1.41
Wyoming,2010,5,1,27.4,1.41,1.97
Wyoming,2010,6,1,24.8,1.35,2.52
Wyoming,2010,7,1,25.7,0.62,1.68
Wyoming,2010,8,1,28.4,0.94,1.62
Wyoming,2010,9,1,37.7,0.58,-0.93
Wyoming,2010,10,1,41.3,1.7,-1.56
Wyoming,2009,1,1,47,4.59,1.75
Wyoming,2009,2,1,63,1.89,1.32
Wyoming,2009,3,1,63.9,1.53,1.79
Wyoming,2009,4,1,64.3,0.91,1.63
Wyoming,2009,5,1,59.4,0.64,-0.34
Wyoming,2009,6,1,48.7,1.11,-1.03
Wyoming,2009,7,1,29.2,1.09,-0.81
Wyoming,2009,8,1,21.4,1.11,-0.52
Minnesota,2015,11,1,2.2,0.6,2.29
Minnesota,2015,12,3,15,1.04,2.54
Minnesota,2014,11,1,26,2.6,3.43
Minnesota,2014,12,2,41.9,1.6,2.33
Minnesota,2015,1,8,53.4,1.74,0.49
Minnesota,2015,2,5,62.3,3.35,-0.36
Minnesota,2015,3,4,64.1,2.76,-0.84
Minnesota,2015,4,5,64.2,3.88,-0.28
Minnesota,2015,5,1,62.6,1.38,-1.84
Minnesota,2015,6,1,39.9,5.06,1.85
Minnesota,2015,7,1,37.8,0.75,1.07
Minnesota,2015,8,1,12,1.62,2.21
Minnesota,2015,9,1,8.9,0.89,2.34
Minnesota,2015,10,1,12.8,0.58,2.22
Minnesota,2013,11,2,35.8,0.95,1.07
Minnesota,2013,12,1,50,1.35,-1.36
Minnesota,2014,1,7,56,3.15,-1.31
Minnesota,2014,2,5,63.8,5.21,0.59
Minnesota,2014,3,3,70.4,4.95,1.43
Minnesota,2014,3,3,70.2,4.55,1.89
Minnesota,2014,5,3,55,6.41,3.97
Minnesota,2014,5,1,49.1,2.25,3.98
Minnesota,2014,6,1,30.7,1.38,4.14
Minnesota,2014,8,1,11.5,1.77,4.74
Minnesota,2014,8,1,5,1.05,4.73
Minnesota,2014,9,1,13.2,0.68,4.44
Minnesota,2012,11,1,23.6,1.19,4.08
Minnesota,2012,12,1,41.6,2.7,4.05
Minnesota,2013,1,10,53.6,4.14,4.33
Minnesota,2013,2,6,63.4,4.18,4.04
Minnesota,2013,3,3,72.7,4.68,4.24
Minnesota,2013,3,1,68.2,2.73,2.88
Minnesota,2013,5,1,57.5,1.21,0.64
Minnesota,2013,6,1,49.9,0.98,-1.35
Minnesota,2013,6,1,32.9,0.34,-2.76
Minnesota,2013,8,1,22.7,0.47,-3.21
Minnesota,2013,8,1,18.4,0.56,-3.63
Minnesota,2013,9,1,22.4,1.18,-3.47
Minnesota,2011,11,1,41.8,1.63,-4.25
Minnesota,2011,12,1,45.5,2.76,-4
Minnesota,2012,1,1,58.3,5.96,-0.48
Minnesota,2012,2,1,66.8,4.36,-0.21
Minnesota,2012,3,3,74.3,3.28,-0.62
Minnesota,2012,3,1,66.7,2.04,-2.23
Minnesota,2012,5,1,57.3,0.61,-3.76
Minnesota,2012,6,1,43.2,1.88,-3.57
Minnesota,2012,6,1,31,0.87,-3.85
Minnesota,2012,8,1,16.8,1.04,-3.68
Minnesota,2012,9,1,11.4,1.01,-3.49
Minnesota,2012,9,1,13,1.16,-2.76
Minnesota,2010,11,1,20.6,1.7,-1.86
Minnesota,2010,12,1,34,3.05,0.81
Minnesota,2011,1,1,53.2,4.39,2.15
Minnesota,2011,2,3,63.9,5.22,2.62
Minnesota,2011,3,5,69,2.86,1.82
Minnesota,2011,4,2,67.8,1.84,-0.7
Minnesota,2011,5,1,61.5,2.45,-1.58
Minnesota,2011,6,1,44.9,3.34,0.27
Minnesota,2011,7,1,27.6,0.62,-0.7
Minnesota,2011,8,1,5,1.37,0.33
Minnesota,2011,9,1,2.3,0.8,0.59
Minnesota,2011,10,1,3.9,0.86,0.87
Minnesota,2009,9,1,19.7,0.87,0.64
Minnesota,2009,10,1,38.4,3.7,1.79
Minnesota,2009,11,4,54.3,3.51,1.89
Minnesota,2009,12,1,65,8.07,3.84
Minnesota,2010,1,1,66.7,2.5,2.76
Minnesota,2010,2,1,67.1,3.72,2.67
Minnesota,2010,3,1,58.5,2.36,1.74
Minnesota,2010,4,1,46.2,1.19,0.48
Minnesota,2010,5,1,21.5,0.81,-0.64
Minnesota,2010,6,1,20.4,0.73,-1.17
Minnesota,2010,7,1,13.7,0.49,-1.57
Minnesota,2010,8,1,5.6,0.47,-1.75
Minnesota,2010,9,1,30.7,0.6,-2.3
Minnesota,2010,10,1,44.7,1.39,-2.78
Minnesota,2009,1,1,54.2,5.3,0.51
Minnesota,2009,2,1,64.7,3.8,0.29
Minnesota,2009,3,1,69.5,4.07,1.22
Minnesota,2009,4,1,65.9,3.89,1.54
Minnesota,2009,5,1,63.8,2.71,0.54
Minnesota,2009,6,1,47.9,2.15,0.44
Minnesota,2009,7,1,36.5,2.68,1.63
Minnesota,2009,8,1,24.9,1.91,2.57
Colorado,2015,11,1,28.3,0.98,-0.3
Colorado,2015,12,2,32.2,0.78,-0.61
Colorado,2014,11,2,37.1,1.13,-1.16
Colorado,2014,12,3,42,2.36,0.23
Colorado,2015,1,10,54.5,1.94,-0.2
Colorado,2015,2,8,59.8,2.64,1.12
Colorado,2015,3,4,66.9,2.31,1.63
Colorado,2015,4,3,64.8,1.18,0.5
Colorado,2015,5,2,57.6,1.46,0.59
Colorado,2015,6,1,40.8,2.1,1.94
Colorado,2015,7,1,37.8,0.61,0.55
Colorado,2015,8,2,20.4,1.3,1
Colorado,2015,9,2,26.1,0.88,0.77
Colorado,2015,10,2,24.6,1.21,1.16
Colorado,2013,11,1,35.2,1.74,1.53
Colorado,2013,12,4,43.6,2.13,1.69
Colorado,2014,1,8,50.1,1.34,0.74
Colorado,2014,2,5,64,1.35,0.44
Colorado,2014,3,3,68.7,2.46,0.86
Colorado,2014,3,2,66.5,2.34,1.37
Colorado,2014,5,2,61.2,0.73,-0.7
Colorado,2014,5,1,49.2,1.41,-0.67
Colorado,2014,6,3,33.6,0.95,-0.73
Colorado,2014,8,2,31.1,1.65,0.38
Colorado,2014,8,3,24,0.71,-0.56
Colorado,2014,9,2,24.2,1.17,-0.52
Colorado,2012,11,1,37.7,1.16,-1.01
Colorado,2012,12,4,43,2.1,-0.22
Colorado,2013,1,8,49.3,2.57,0.8
Colorado,2013,2,8,62.9,0.94,0.45
Colorado,2013,3,4,70,2.54,0.85
Colorado,2013,3,2,69.2,1.6,0.38
Colorado,2013,5,1,58.5,1.27,-0.5
Colorado,2013,6,1,47.1,1.66,0.42
Colorado,2013,6,1,34.9,0.99,-0.32
Colorado,2013,8,1,24.4,0.91,-0.53
Colorado,2013,9,1,29.4,0.69,-0.95
Colorado,2011,11,1,27.4,1.36,-0.89
Colorado,2011,12,1,41.9,0.45,-2.31
Colorado,2012,1,1,48.2,1.38,-3.04
Colorado,2012,2,1,55.4,0.91,-4.15
Colorado,2012,3,3,67.9,0.42,-5.67
Colorado,2012,3,1,70.6,2.27,-5.99
Colorado,2012,5,1,67.7,1.07,-6.75
Colorado,2012,6,1,59.5,1.29,-6.46
Colorado,2012,6,1,46.5,0.72,-6.28
Colorado,2012,8,1,39.4,0.44,-6.73
Colorado,2012,9,1,25.9,1.31,-6.27
Colorado,2012,9,1,22.9,0.91,-6.23
Colorado,2010,11,1,25.7,0.89,-6.35
Colorado,2010,12,1,35,1.07,-6.67
Colorado,2011,1,1,39.8,1.67,-6.09
Colorado,2011,2,6,52.8,1.55,-6.03
Colorado,2011,3,7,65.6,0.66,-6.71
Colorado,2011,4,2,68.5,2.44,-6.4
Colorado,2011,5,1,67,2.24,-5.9
Colorado,2011,6,1,60.7,3.88,-1.57
Colorado,2011,7,1,44.2,1.51,-0.35
Colorado,2011,8,1,35.2,1.15,-0.08
Colorado,2011,9,1,23.7,0.82,-0.32
Colorado,2011,10,1,26.4,1.18,-0.02
Colorado,2009,9,2,27.6,1.18,0.3
Colorado,2009,10,10,36.3,1.15,-0.23
Colorado,2009,11,8,43.3,1.35,-0.64
Colorado,2009,12,2,52.5,2.15,-0.36
Colorado,2010,1,1,62.5,1.19,-0.63
Colorado,2010,2,1,68.4,2.76,0.3
Colorado,2010,3,1,64.7,2.59,1.24
Colorado,2010,4,1,60,2.08,1.63
Colorado,2010,5,1,49.9,1.08,0.68
Colorado,2010,6,1,33.4,1.12,0.72
Colorado,2010,7,1,27.9,1.31,1.03
Colorado,2010,8,1,29.2,0.65,0.11
Colorado,2010,9,1,32.1,1.35,0.48
Colorado,2010,10,1,40.6,0.86,-0.92
Colorado,2009,1,1,44.9,1.88,-0.98
Colorado,2009,2,1,49.8,5.3,2.56
Colorado,2009,3,2,64.9,1.91,2.71
Colorado,2009,4,1,66.6,2.37,3.1
Colorado,2009,5,1,66.9,1.67,2.7
Colorado,2009,6,1,62.6,0.76,0.87
Colorado,2009,7,1,51.4,1.82,1.03
Colorado,2009,8,1,34.6,1.69,1.77
Colorado,2009,8,1,25.8,1.47,2.25
New Mexico,2015,11,1,37.8,0.2,-1.08
New Mexico,2015,12,1,41.8,0.19,-1.7
New Mexico,2014,11,1,47.2,0.49,-2.26
New Mexico,2014,12,1,51.7,0.46,-2.67
New Mexico,2015,1,7,63.6,0.91,-3.05
New Mexico,2015,2,5,69,1.48,-2.8
New Mexico,2015,3,2,74.8,2.67,-2.33
New Mexico,2015,4,1,72.2,1.26,-3.36
New Mexico,2015,5,1,63.9,1.75,-2.95
New Mexico,2015,6,1,52.5,1.17,-2.38
New Mexico,2015,7,1,45.2,0.4,-2.74
New Mexico,2015,8,1,31.6,0.96,-1.77
New Mexico,2015,9,0,33.6,1.44,0.33
New Mexico,2015,10,1,35.1,1.18,1.67
New Mexico,2013,11,1,43.1,1,1.89
New Mexico,2013,12,1,52.7,0.87,2.14
New Mexico,2014,1,10,59.9,0.47,1.47
New Mexico,2014,2,7,72.6,0.89,1.15
New Mexico,2014,3,1,73.4,3.7,2.68
New Mexico,2014,3,1,72.3,2.26,1.81
New Mexico,2014,5,1,68.3,1.43,0.52
New Mexico,2014,5,1,56.7,0.81,-0.47
New Mexico,2014,6,1,42,0.1,-1.37
New Mexico,2014,8,1,40.4,0.67,-1.56
New Mexico,2014,8,1,33.8,0.08,-2.02
New Mexico,2014,9,1,35,0.34,-2.05
New Mexico,2012,11,1,49.2,0.15,-2.97
New Mexico,2012,12,1,55.6,0.25,-3.74
New Mexico,2013,1,8,59.6,0.23,-4.36
New Mexico,2013,2,7,73.1,0.17,-5.25
New Mexico,2013,3,1,76.6,1.7,-5.65
New Mexico,2013,3,1,76.1,1.84,-6.04
New Mexico,2013,5,1,66.3,1.66,-5.62
New Mexico,2013,6,1,55.3,1.08,-5.15
New Mexico,2013,6,1,43.5,0.47,-4.86
New Mexico,2013,8,1,31.4,1.83,-2.03
New Mexico,2013,8,1,38.6,0.28,-2.76
New Mexico,2013,9,1,38.2,0.36,-2.96
New Mexico,2011,11,1,47.8,0.27,-3.72
New Mexico,2011,12,1,56.6,0.39,-4.22
New Mexico,2012,1,1,63.4,0.81,-4.35
New Mexico,2012,2,1,74.2,0.33,-5.03
New Mexico,2012,3,4,74.4,1.95,-5.04
New Mexico,2012,3,1,73.9,1.62,-5.5
New Mexico,2012,5,1,66.2,1.31,-5.4
New Mexico,2012,6,1,56.1,0.29,-5.63
New Mexico,2012,6,1,46.7,0.18,-5.74
New Mexico,2012,8,1,36,0.62,-5.31
New Mexico,2012,9,1,32,0.5,-4.89
New Mexico,2012,9,1,36.1,0.39,-4.59
New Mexico,2010,11,2,46.6,0.22,-4.74
New Mexico,2010,12,1,52.6,0.18,-5.14
New Mexico,2011,1,3,61.6,0.22,-5.72
New Mexico,2011,2,10,74.1,0.64,-6.12
New Mexico,2011,3,8,73,3.48,-3.56
New Mexico,2011,4,2,72.3,2.16,-3.96
New Mexico,2011,5,1,66,4.19,0.26
New Mexico,2011,6,1,52.6,0.43,-0.26
New Mexico,2011,7,1,42.7,0.86,0.23
New Mexico,2011,8,1,34.5,0.4,-0.2
New Mexico,2011,9,1,36.4,0.03,-1.47
