State,Year,Month,ActivityLevel,ActivityLevelLabel
Idaho,2015,2,10,High
Idaho,2015,3,4,Low
Idaho,2015,4,2,Minimal
Idaho,2015,5,1,Minimal
Idaho,2015,6,1,Minimal
Idaho,2015,7,1,Minimal
Idaho,2015,8,1,Minimal
Idaho,2015,9,1,Minimal
Idaho,2015,10,1,Minimal
Idaho,2013,11,1,Minimal
Idaho,2013,12,1,Minimal
Idaho,2014,1,10,High
Idaho,2014,2,3,Minimal
Idaho,2014,3,1,Minimal
Idaho,2014,3,1,Minimal
Idaho,2014,5,1,Minimal
Idaho,2014,5,1,Minimal
Idaho,2014,6,0,Insufficient Data
Idaho,2014,8,0,Insufficient Data
Idaho,2014,8,0,Insufficient Data
Idaho,2014,9,0,Insufficient Data
Idaho,2012,11,1,Minimal
Idaho,2012,12,2,Minimal
Idaho,2013,1,5,Low
Idaho,2013,2,5,Low
Idaho,2013,3,1,Minimal
Idaho,2013,3,1,Minimal
Idaho,2013,5,1,Minimal
Idaho,2013,6,1,Minimal
Idaho,2013,6,1,Minimal
Idaho,2013,8,1,Minimal
Idaho,2013,8,1,Minimal
Idaho,2013,9,1,Minimal
Idaho,2011,11,2,Minimal
Idaho,2011,12,1,Minimal
Idaho,2012,1,1,Minimal
Idaho,2012,2,2,Minimal
Idaho,2012,3,3,Minimal
Idaho,2012,3,3,Minimal
Idaho,2012,5,2,Minimal
Idaho,2012,6,1,Minimal
Idaho,2012,6,1,Minimal
Idaho,2012,8,1,Minimal
Idaho,2012,9,1,Minimal
Idaho,2012,9,2,Minimal
Idaho,2010,11,1,Minimal
Idaho,2010,12,1,Minimal
Idaho,2011,1,1,Minimal
Idaho,2011,2,5,Low
Idaho,2011,3,10,High
Idaho,2011,4,2,Minimal
Idaho,2011,5,1,Minimal
Idaho,2011,6,1,Minimal
Idaho,2011,7,1,Minimal
Idaho,2011,8,1,Minimal
Idaho,2011,9,1,Minimal
Idaho,2011,10,1,Minimal
Idaho,2009,9,1,Minimal
Idaho,2009,10,10,High
Idaho,2009,11,7,Moderate
Idaho,2009,12,1,Minimal
Idaho,2010,1,1,Minimal
Idaho,2010,2,1,Minimal
Idaho,2010,3,1,Minimal
Idaho,2010,4,1,Minimal
Idaho,2010,5,1,Minimal
Idaho,2010,6,1,Minimal
Idaho,2010,7,1,Minimal
Idaho,2010,8,1,Minimal
Idaho,2010,9,1,Minimal
Idaho,2010,10,0,Insufficient Data
Idaho,2009,1,1,Minimal
Idaho,2009,2,1,Minimal
Idaho,2009,3,1,Minimal
Idaho,2009,4,1,Minimal
Idaho,2009,5,1,Minimal
Idaho,2009,6,2,Minimal
Idaho,2009,7,1,Minimal
Idaho,2009,8,1,Minimal
Idaho,2009,8,1,Minimal
Illinois,2015,11,2,Minimal
Illinois,2015,12,3,Minimal
Illinois,2014,11,1,Minimal
Illinois,2014,12,9,High
Illinois,2015,1,4,Low
Illinois,2015,2,2,Minimal
Illinois,2015,3,3,Minimal
Illinois,2015,4,4,Low
Illinois,2015,5,1,Minimal
Illinois,2015,6,1,Minimal
Illinois,2015,7,1,Minimal
Illinois,2015,8,1,Minimal
Illinois,2015,9,1,Minimal
Illinois,2015,10,1,Minimal
Illinois,2013,11,1,Minimal
Illinois,2013,12,2,Minimal
Illinois,2014,1,9,High
Illinois,2014,2,2,Minimal
Illinois,2014,3,1,Minimal
Illinois,2014,3,1,Minimal
Illinois,2014,5,1,Minimal
Illinois,2014,5,1,Minimal
Illinois,2014,6,1,Minimal
Illinois,2014,8,1,Minimal
Illinois,2014,8,1,Minimal
Illinois,2014,9,1,Minimal
Illinois,2012,11,2,Minimal
Illinois,2012,12,6,Moderate
Illinois,2013,1,10,High
Illinois,2013,2,7,Moderate
Illinois,2013,3,5,Low
Illinois,2013,3,4,Low
Illinois,2013,5,1,Minimal
Illinois,2013,6,1,Minimal
Illinois,2013,6,1,Minimal
Illinois,2013,8,1,Minimal
Illinois,2013,8,1,Minimal
Illinois,2013,9,1,Minimal
Illinois,2011,11,1,Minimal
Illinois,2011,12,1,Minimal
Illinois,2012,1,3,Minimal
Illinois,2012,2,4,Low
Illinois,2012,3,6,Moderate
Illinois,2012,3,3,Minimal
Illinois,2012,5,2,Minimal
Illinois,2012,6,1,Minimal
Illinois,2012,6,1,Minimal
Illinois,2012,8,1,Minimal
Illinois,2012,9,1,Minimal
Illinois,2012,9,2,Minimal
Illinois,2010,11,1,Minimal
Illinois,2010,12,1,Minimal
Illinois,2011,1,4,Low
Illinois,2011,2,10,High
Illinois,2011,3,6,Moderate
Illinois,2011,4,3,Minimal
Illinois,2011,5,1,Minimal
Illinois,2011,6,1,Minimal
Illinois,2011,7,1,Minimal
Illinois,2011,8,1,Minimal
Illinois,2011,9,1,Minimal
Illinois,2011,10,1,Minimal
Illinois,2009,9,2,Minimal
Illinois,2009,10,7,Moderate
Illinois,2009,11,10,High
Illinois,2009,12,5,Low
Illinois,2010,1,3,Minimal
Illinois,2010,2,3,Minimal
Illinois,2010,3,2,Minimal
Illinois,2010,4,1,Minimal
Illinois,2010,5,1,Minimal
Illinois,2010,6,1,Minimal
Illinois,2010,7,1,Minimal
Illinois,2010,8,1,Minimal
Illinois,2010,9,1,Minimal
Illinois,2010,10,1,Minimal
Illinois,2009,1,1,Minimal
Illinois,2009,2,2,Minimal
Illinois,2009,3,6,Moderate
Illinois,2009,4,1,Minimal
Illinois,2009,5,4,Low
Illinois,2009,6,3,Minimal
Illinois,2009,7,1,Minimal
Illinois,2009,8,1,Minimal
Illinois,2009,8,1,Minimal
Indiana,2015,11,1,Minimal
Indiana,2015,12,1,Minimal
Indiana,2014,11,1,Minimal
Indiana,2014,12,6,Moderate
Indiana,2015,1,6,Moderate
Indiana,2015,2,3,Minimal
Indiana,2015,3,1,Minimal
Indiana,2015,4,1,Minimal
Indiana,2015,5,1,Minimal
Indiana,2015,6,1,Minimal
Indiana,2015,7,1,Minimal
Indiana,2015,8,1,Minimal
Indiana,2015,9,1,Minimal
Indiana,2015,10,1,Minimal
Indiana,2013,11,1,Minimal
Indiana,2013,12,1,Minimal
Indiana,2014,1,7,Moderate
Indiana,2014,2,5,Low
Indiana,2014,3,1,Minimal
Indiana,2014,3,1,Minimal
Indiana,2014,5,1,Minimal
Indiana,2014,5,1,Minimal
Indiana,2014,6,1,Minimal
Indiana,2014,8,1,Minimal
Indiana,2014,8,1,Minimal
Indiana,2014,9,1,Minimal
Indiana,2012,11,1,Minimal
Indiana,2012,12,4,Low
Indiana,2013,1,10,High
Indiana,2013,2,7,Moderate
Indiana,2013,3,5,Low
Indiana,2013,3,1,Minimal
Indiana,2013,5,1,Minimal
Indiana,2013,6,1,Minimal
Indiana,2013,6,1,Minimal
Indiana,2013,8,1,Minimal
Indiana,2013,8,1,Minimal
Indiana,2013,9,1,Minimal
Indiana,2011,11,2,Minimal
Indiana,2011,12,1,Minimal
Indiana,2012,1,1,Minimal
Indiana,2012,2,2,Minimal
Indiana,2012,3,3,Minimal
Indiana,2012,3,2,Minimal
Indiana,2012,5,1,Minimal
Indiana,2012,6,1,Minimal
Indiana,2012,6,1,Minimal
Indiana,2012,8,1,Minimal
Indiana,2012,9,1,Minimal
Indiana,2012,9,1,Minimal
Indiana,2010,11,1,Minimal
Indiana,2010,12,1,Minimal
Indiana,2011,1,2,Minimal
Indiana,2011,2,10,High
Indiana,2011,3,8,High
Indiana,2011,4,1,Minimal
Indiana,2011,5,1,Minimal
Indiana,2011,6,1,Minimal
Indiana,2011,7,1,Minimal
Indiana,2011,8,1,Minimal
Indiana,2011,9,1,Minimal
Indiana,2011,10,1,Minimal
Indiana,2009,9,4,Low
Indiana,2009,10,6,Moderate
Indiana,2009,11,10,High
Indiana,2009,12,2,Minimal
Indiana,2010,1,1,Minimal
Indiana,2010,2,1,Minimal
Indiana,2010,3,1,Minimal
Indiana,2010,4,1,Minimal
Indiana,2010,5,1,Minimal
Indiana,2010,6,1,Minimal
Indiana,2010,7,1,Minimal
Indiana,2010,8,1,Minimal
Indiana,2010,9,1,Minimal
Indiana,2010,10,1,Minimal
Indiana,2009,1,1,Minimal
Indiana,2009,2,4,Low
Indiana,2009,3,5,Low
Indiana,2009,4,1,Minimal
Indiana,2009,5,1,Minimal
Indiana,2009,6,1,Minimal
Indiana,2009,7,1,Minimal
Indiana,2009,8,1,Minimal
Indiana,2009,8,1,Minimal
Iowa,2015,11,1,Minimal
Iowa,2015,12,1,Minimal
Iowa,2014,11,2,Minimal
Iowa,2014,12,2,Minimal
Iowa,2015,1,8,High
Iowa,2015,2,2,Minimal
Iowa,2015,3,1,Minimal
Iowa,2015,4,1,Minimal
Iowa,2015,5,1,Minimal
Iowa,2015,6,1,Minimal
Iowa,2015,7,1,Minimal
Iowa,2015,8,1,Minimal
Iowa,2015,9,1,Minimal
Iowa,2015,10,1,Minimal
Iowa,2013,11,1,Minimal
Iowa,2013,12,1,Minimal
Iowa,2014,1,1,Minimal
Iowa,2014,2,1,Minimal
Iowa,2014,3,1,Minimal
Iowa,2014,3,1,Minimal
Iowa,2014,5,1,Minimal
Iowa,2014,5,1,Minimal
Iowa,2014,6,1,Minimal
Iowa,2014,8,1,Minimal
Iowa,2014,8,1,Minimal
Iowa,2014,9,1,Minimal
Iowa,2012,11,1,Minimal
Iowa,2012,12,2,Minimal
Iowa,2013,1,8,High
Iowa,2013,2,4,Low
Iowa,2013,3,1,Minimal
Iowa,2013,3,1,Minimal
Iowa,2013,5,1,Minimal
Iowa,2013,6,1,Minimal
Iowa,2013,6,1,Minimal
Iowa,2013,8,1,Minimal
Iowa,2013,8,0,Insufficient Data
Iowa,2013,9,1,Minimal
Iowa,2011,11,1,Minimal
Iowa,2011,12,1,Minimal
Iowa,2012,1,1,Minimal
Iowa,2012,2,1,Minimal
Iowa,2012,3,1,Minimal
Iowa,2012,3,1,Minimal
Iowa,2012,5,1,Minimal
Iowa,2012,6,1,Minimal
Iowa,2012,6,1,Minimal
Iowa,2012,8,1,Minimal
Iowa,2012,9,1,Minimal
Iowa,2012,9,1,Minimal
Iowa,2010,11,1,Minimal
Iowa,2010,12,1,Minimal
Iowa,2011,1,1,Minimal
Iowa,2011,2,3,Minimal
Iowa,2011,3,1,Minimal
Iowa,2011,4,1,Minimal
Iowa,2011,5,1,Minimal
Iowa,2011,6,1,Minimal
Iowa,2011,7,1,Minimal
Iowa,2011,8,1,Minimal
Iowa,2011,9,1,Minimal
Iowa,2011,10,1,Minimal
Iowa,2009,9,1,Minimal
Iowa,2009,10,1,Minimal
Iowa,2009,11,10,High
Iowa,2009,12,1,Minimal
Iowa,2010,1,1,Minimal
Iowa,2010,2,1,Minimal
Iowa,2010,3,1,Minimal
Iowa,2010,4,1,Minimal
Iowa,2010,5,1,Minimal
Iowa,2010,6,1,Minimal
Iowa,2010,7,1,Minimal
Iowa,2010,9,1,Minimal
Iowa,2010,10,1,Minimal
Iowa,2009,1,1,Minimal
Iowa,2009,2,1,Minimal
Iowa,2009,3,3,Minimal
Iowa,2009,4,1,Minimal
Iowa,2009,5,1,Minimal
Iowa,2009,6,1,Minimal
Iowa,2009,7,1,Minimal
Iowa,2009,8,1,Minimal
Iowa,2009,8,1,Minimal
Kansas,2015,11,1,Minimal
Kansas,2015,12,1,Minimal
Kansas,2014,11,1,Minimal
Kansas,2014,12,4,Low
Kansas,2015,1,10,High
Kansas,2015,2,10,High
Kansas,2015,3,10,High
Kansas,2015,4,3,Minimal
Kansas,2015,5,1,Minimal
Kansas,2015,6,1,Minimal
Kansas,2015,7,1,Minimal
Kansas,2015,8,1,Minimal
Kansas,2015,9,1,Minimal
Kansas,2015,10,1,Minimal
Kansas,2013,11,1,Minimal
Kansas,2013,12,1,Minimal
Kansas,2014,1,10,High
Kansas,2014,2,10,High
Kansas,2014,3,4,Low
Kansas,2014,3,1,Minimal
Kansas,2014,5,1,Minimal
Kansas,2014,5,1,Minimal
Kansas,2014,6,1,Minimal
Kansas,2014,8,1,Minimal
Kansas,2014,8,1,Minimal
Kansas,2014,9,1,Minimal
Kansas,2012,11,2,Minimal
Kansas,2012,12,4,Low
Kansas,2013,1,10,High
Kansas,2013,2,10,High
Kansas,2013,3,3,Minimal
Kansas,2013,3,1,Minimal
Kansas,2013,5,1,Minimal
Kansas,2013,6,1,Minimal
Kansas,2013,6,1,Minimal
Kansas,2013,8,1,Minimal
Kansas,2013,8,1,Minimal
Kansas,2013,9,1,Minimal
Kansas,2011,11,1,Minimal
Kansas,2011,12,1,Minimal
Kansas,2012,1,1,Minimal
Kansas,2012,2,1,Minimal
Kansas,2012,3,7,Moderate
Kansas,2012,3,1,Minimal
Kansas,2012,5,1,Minimal
Kansas,2012,6,1,Minimal
Kansas,2012,6,1,Minimal
Kansas,2012,8,1,Minimal
Kansas,2012,9,1,Minimal
Kansas,2012,9,1,Minimal
Kansas,2010,11,1,Minimal
Kansas,2010,12,1,Minimal
Kansas,2011,1,1,Minimal
Kansas,2011,2,7,Moderate
Kansas,2011,3,6,Moderate
Kansas,2011,4,1,Minimal
Kansas,2011,5,1,Minimal
Kansas,2011,6,1,Minimal
Kansas,2011,7,1,Minimal
Kansas,2011,8,1,Minimal
Kansas,2011,9,1,Minimal
Kansas,2011,10,1,Minimal
Kansas,2009,9,4,Low
Kansas,2009,10,10,High
Kansas,2009,11,10,High
Kansas,2009,12,1,Minimal
Kansas,2010,1,1,Minimal
Kansas,2010,2,1,Minimal
Kansas,2010,3,1,Minimal
Kansas,2010,4,1,Minimal
Kansas,2010,5,1,Minimal
Kansas,2010,6,1,Minimal
Kansas,2010,7,1,Minimal
Kansas,2010,8,1,Minimal
Kansas,2010,9,1,Minimal
Kansas,2010,10,1,Minimal
Kansas,2009,1,1,Minimal
Kansas,2009,2,1,Minimal
Kansas,2009,3,6,Moderate
Kansas,2009,4,1,Minimal
Kansas,2009,5,1,Minimal
Kansas,2009,6,1,Minimal
Kansas,2009,7,1,Minimal
Kansas,2009,8,1,Minimal
Kansas,2009,8,1,Minimal
Kentucky,2015,11,1,Minimal
Kentucky,2015,12,1,Minimal
Kentucky,2014,11,1,Minimal
Kentucky,2014,12,3,Minimal
Kentucky,2015,1,7,Moderate
Kentucky,2015,2,2,Minimal
Kentucky,2015,3,1,Minimal
Kentucky,2015,4,1,Minimal
Kentucky,2015,5,1,Minimal
Kentucky,2015,6,1,Minimal
Kentucky,2015,7,1,Minimal
Kentucky,2015,8,1,Minimal
Kentucky,2015,9,1,Minimal
Kentucky,2015,10,1,Minimal
Kentucky,2013,11,2,Minimal
Kentucky,2013,12,2,Minimal
Kentucky,2014,1,6,Moderate
Kentucky,2014,2,4,Low
Kentucky,2014,3,2,Minimal
Kentucky,2014,3,1,Minimal
Kentucky,2014,5,1,Minimal
Kentucky,2014,5,1,Minimal
Kentucky,2014,6,1,Minimal
Kentucky,2014,8,1,Minimal
Kentucky,2014,8,1,Minimal
Kentucky,2014,9,1,Minimal
Kentucky,2012,11,1,Minimal
Kentucky,2012,12,1,Minimal
Kentucky,2013,1,3,Minimal
Kentucky,2013,2,3,Minimal
Kentucky,2013,3,2,Minimal
Kentucky,2013,3,1,Minimal
Kentucky,2013,5,1,Minimal
Kentucky,2013,6,1,Minimal
Kentucky,2013,6,1,Minimal
Kentucky,2013,8,1,Minimal
Kentucky,2013,8,0,Insufficient Data
Kentucky,2013,9,1,Minimal
Kentucky,2011,11,1,Minimal
Kentucky,2011,12,1,Minimal
Kentucky,2012,1,1,Minimal
Kentucky,2012,2,1,Minimal
Kentucky,2012,3,1,Minimal
Kentucky,2012,3,1,Minimal
Kentucky,2012,5,1,Minimal
Kentucky,2012,6,1,Minimal
Kentucky,2012,6,1,Minimal
Kentucky,2012,8,1,Minimal
Kentucky,2012,9,1,Minimal
Kentucky,2012,9,1,Minimal
Kentucky,2010,11,1,Minimal
Kentucky,2010,12,1,Minimal
Kentucky,2011,1,3,Minimal
Kentucky,2011,2,7,Moderate
Kentucky,2011,3,4,Low
Kentucky,2011,4,1,Minimal
Kentucky,2011,5,1,Minimal
Kentucky,2011,6,1,Minimal
Kentucky,2011,7,1,Minimal
Kentucky,2011,8,1,Minimal
Kentucky,2011,9,1,Minimal
Kentucky,2011,10,1,Minimal
Kentucky,2009,9,10,High
Kentucky,2009,10,10,High
Kentucky,2009,11,5,Low
Kentucky,2009,12,1,Minimal
Kentucky,2010,1,1,Minimal
Kentucky,2010,2,1,Minimal
Kentucky,2010,3,1,Minimal
Kentucky,2010,4,1,Minimal
Kentucky,2010,5,1,Minimal
Kentucky,2010,6,1,Minimal
Kentucky,2010,7,1,Minimal
Kentucky,2010,8,1,Minimal
Kentucky,2010,9,1,Minimal
Kentucky,2010,10,1,Minimal
Kentucky,2009,1,1,Minimal
Kentucky,2009,2,3,Minimal
Kentucky,2009,3,5,Low
Kentucky,2009,4,2,Minimal
Kentucky,2009,5,1,Minimal
Kentucky,2009,6,1,Minimal
Kentucky,2009,7,1,Minimal
Kentucky,2009,8,1,Minimal
Kentucky,2009,8,1,Minimal
Louisiana,2015,11,1,Minimal
Louisiana,2015,12,2,Minimal
Louisiana,2014,11,3,Minimal
Louisiana,2014,12,10,High
Louisiana,2015,1,10,High
Louisiana,2015,2,9,High
Louisiana,2015,3,5,Low
Louisiana,2015,4,3,Minimal
Louisiana,2015,5,1,Minimal
Louisiana,2015,6,1,Minimal
Louisiana,2015,7,1,Minimal
Louisiana,2015,8,1,Minimal
Louisiana,2015,9,1,Minimal
Louisiana,2015,10,1,Minimal
Louisiana,2013,11,4,Low
Louisiana,2013,12,8,High
Louisiana,2014,1,10,High
Louisiana,2014,2,8,High
Louisiana,2014,3,4,Low
Louisiana,2014,3,2,Minimal
Louisiana,2014,5,1,Minimal
Louisiana,2014,5,1,Minimal
Louisiana,2014,6,1,Minimal
Louisiana,2014,8,1,Minimal
Louisiana,2014,8,1,Minimal
Louisiana,2014,9,1,Minimal
Louisiana,2012,11,4,Low
Louisiana,2012,12,10,High
Louisiana,2013,1,10,High
Louisiana,2013,2,8,High
Louisiana,2013,3,3,Minimal
Louisiana,2013,3,3,Minimal
Louisiana,2013,5,1,Minimal
Louisiana,2013,6,1,Minimal
Louisiana,2013,6,1,Minimal
Louisiana,2013,8,1,Minimal
Louisiana,2013,8,1,Minimal
Louisiana,2013,9,1,Minimal
Louisiana,2011,11,2,Minimal
Louisiana,2011,12,2,Minimal
Louisiana,2012,1,4,Low
Louisiana,2012,2,1,Minimal
Louisiana,2012,3,2,Minimal
Louisiana,2012,3,3,Minimal
Louisiana,2012,5,1,Minimal
Louisiana,2012,6,1,Minimal
Louisiana,2012,6,1,Minimal
Louisiana,2012,8,1,Minimal
Louisiana,2012,9,1,Minimal
Louisiana,2012,9,1,Minimal
Louisiana,2010,11,1,Minimal
Louisiana,2010,12,2,Minimal
Louisiana,2011,1,7,Moderate
Louisiana,2011,2,10,High
Louisiana,2011,3,6,Moderate
Louisiana,2011,4,1,Minimal
Louisiana,2011,5,1,Minimal
Louisiana,2011,6,1,Minimal
Louisiana,2011,7,1,Minimal
Louisiana,2011,8,1,Minimal
Louisiana,2011,9,1,Minimal
Louisiana,2011,10,1,Minimal
Louisiana,2009,9,10,High
Louisiana,2009,10,10,High
Louisiana,2009,11,10,High
Louisiana,2009,12,8,High
Louisiana,2010,1,6,Moderate
Louisiana,2010,2,9,High
Louisiana,2010,3,6,Moderate
Louisiana,2010,4,1,Minimal
Louisiana,2010,5,1,Minimal
Louisiana,2010,6,1,Minimal
Louisiana,2010,7,1,Minimal
Louisiana,2010,8,1,Minimal
Louisiana,2010,9,1,Minimal
Louisiana,2010,10,1,Minimal
Louisiana,2009,1,1,Minimal
Louisiana,2009,2,9,High
Louisiana,2009,3,3,Minimal
Louisiana,2009,4,1,Minimal
Louisiana,2009,5,10,High
Louisiana,2009,6,1,Minimal
Louisiana,2009,7,1,Minimal
Louisiana,2009,8,1,Minimal
Louisiana,2009,8,1,Minimal
Maine,2015,11,1,Minimal
Maine,2015,12,1,Minimal
Maine,2014,11,1,Minimal
Maine,2014,12,1,Minimal
Maine,2015,1,3,Minimal
Maine,2015,2,4,Low
Maine,2015,3,2,Minimal
Maine,2015,4,1,Minimal
Maine,2015,5,1,Minimal
Maine,2015,6,1,Minimal
Maine,2015,7,1,Minimal
Maine,2015,8,1,Minimal
Maine,2015,9,1,Minimal
Maine,2015,10,1,Minimal
Maine,2013,11,1,Minimal
Maine,2013,12,1,Minimal
Maine,2014,1,1,Minimal
Maine,2014,2,2,Minimal
Maine,2014,3,1,Minimal
Maine,2014,3,1,Minimal
Maine,2014,5,1,Minimal
Maine,2014,5,1,Minimal
Maine,2014,6,1,Minimal
Maine,2014,8,1,Minimal
Maine,2014,8,1,Minimal
Maine,2014,9,1,Minimal
Maine,2012,11,1,Minimal
Maine,2012,12,1,Minimal
Maine,2013,1,4,Low
Maine,2013,2,1,Minimal
Maine,2013,3,1,Minimal
Maine,2013,3,1,Minimal
Maine,2013,5,1,Minimal
Maine,2013,6,1,Minimal
Maine,2013,6,1,Minimal
Maine,2013,8,1,Minimal
Maine,2013,8,1,Minimal
Maine,2013,9,1,Minimal
Maine,2011,11,1,Minimal
Maine,2011,12,1,Minimal
Maine,2012,1,1,Minimal
Maine,2012,2,1,Minimal
Maine,2012,3,1,Minimal
Maine,2012,3,1,Minimal
Maine,2012,5,1,Minimal
Maine,2012,6,1,Minimal
Maine,2012,6,1,Minimal
Maine,2012,8,1,Minimal
Maine,2012,9,1,Minimal
Maine,2012,9,1,Minimal
Maine,2010,11,1,Minimal
Maine,2010,12,1,Minimal
Maine,2011,1,1,Minimal
Maine,2011,2,1,Minimal
Maine,2011,3,2,Minimal
Maine,2011,4,1,Minimal
Maine,2011,5,1,Minimal
Maine,2011,6,1,Minimal
Maine,2011,7,1,Minimal
Maine,2011,8,1,Minimal
Maine,2011,9,1,Minimal
Maine,2011,10,1,Minimal
Maine,2009,9,1,Minimal
Maine,2009,10,1,Minimal
Maine,2009,11,6,Moderate
Maine,2009,12,1,Minimal
Maine,2010,1,1,Minimal
Maine,2010,2,1,Minimal
Maine,2010,3,1,Minimal
Maine,2010,4,1,Minimal
Maine,2010,5,1,Minimal
Maine,2010,6,1,Minimal
Maine,2010,7,1,Minimal
Maine,2010,8,1,Minimal
Maine,2010,9,1,Minimal
Maine,2010,10,1,Minimal
Maine,2009,1,1,Minimal
Maine,2009,2,2,Minimal
Maine,2009,3,4,Low
Maine,2009,4,1,Minimal
Maine,2009,5,1,Minimal
Maine,2009,6,1,Minimal
Maine,2009,7,2,Minimal
Maine,2009,8,1,Minimal
Maine,2009,8,1,Minimal
Maryland,2015,11,1,Minimal
Maryland,2015,12,2,Minimal
Maryland,2014,11,1,Minimal
Maryland,2014,12,2,Minimal
Maryland,2015,1,5,Low
Maryland,2015,2,2,Minimal
Maryland,2015,3,1,Minimal
Maryland,2015,4,1,Minimal
Maryland,2015,5,1,Minimal
Maryland,2015,6,1,Minimal
Maryland,2015,7,1,Minimal
Maryland,2015,8,1,Minimal
Maryland,2015,9,1,Minimal
Maryland,2015,10,1,Minimal
Maryland,2013,11,1,Minimal
Maryland,2013,12,1,Minimal
Maryland,2014,1,4,Low
Maryland,2014,2,2,Minimal
Maryland,2014,3,1,Minimal
Maryland,2014,3,1,Minimal
Maryland,2014,5,1,Minimal
Maryland,2014,5,1,Minimal
Maryland,2014,6,1,Minimal
Maryland,2014,8,1,Minimal
Maryland,2014,8,0,Insufficient Data
Maryland,2014,9,1,Minimal
Maryland,2012,11,1,Minimal
Maryland,2012,12,1,Minimal
Maryland,2013,1,5,Low
Maryland,2013,2,4,Low
Maryland,2013,3,3,Minimal
Maryland,2013,3,4,Low
Maryland,2013,5,1,Minimal
Maryland,2013,6,1,Minimal
Maryland,2013,6,1,Minimal
Maryland,2013,8,1,Minimal
Maryland,2013,8,1,Minimal
Maryland,2013,9,1,Minimal
Maryland,2011,11,2,Minimal
Maryland,2011,12,1,Minimal
Maryland,2012,1,1,Minimal
Maryland,2012,2,2,Minimal
Maryland,2012,3,2,Minimal
Maryland,2012,3,1,Minimal
Maryland,2012,5,1,Minimal
Maryland,2012,6,1,Minimal
Maryland,2012,6,0,Insufficient Data
Maryland,2012,8,0,Insufficient Data
Maryland,2012,9,0,Insufficient Data
Maryland,2012,9,3,Minimal
Maryland,2010,11,1,Minimal
Maryland,2010,12,1,Minimal
Maryland,2011,1,1,Minimal
Maryland,2011,2,7,Moderate
Maryland,2011,3,2,Minimal
Maryland,2011,4,1,Minimal
Maryland,2011,5,1,Minimal
Maryland,2011,6,1,Minimal
Maryland,2011,7,1,Minimal
Maryland,2011,8,1,Minimal
Maryland,2011,9,1,Minimal
Maryland,2011,10,2,Minimal
Maryland,2009,9,1,Minimal
Maryland,2009,10,6,Moderate
Maryland,2009,11,10,High
Maryland,2009,12,4,Low
Maryland,2010,1,2,Minimal
Maryland,2010,2,3,Minimal
Maryland,2010,3,2,Minimal
Maryland,2010,4,1,Minimal
Maryland,2010,5,1,Minimal
Maryland,2010,6,1,Minimal
Maryland,2010,7,1,Minimal
Maryland,2010,8,1,Minimal
Maryland,2010,9,2,Minimal
Maryland,2010,10,0,Insufficient Data
Maryland,2009,1,1,Minimal
Maryland,2009,2,6,Moderate
Maryland,2009,3,9,High
Maryland,2009,4,1,Minimal
Maryland,2009,5,1,Minimal
Maryland,2009,6,1,Minimal
Maryland,2009,7,1,Minimal
Maryland,2009,8,1,Minimal
Maryland,2009,8,1,Minimal
Massachusetts,2015,11,1,Minimal
Massachusetts,2015,12,1,Minimal
Massachusetts,2014,11,1,Minimal
Massachusetts,2014,12,2,Minimal
Massachusetts,2015,1,4,Low
Massachusetts,2015,2,6,Moderate
Massachusetts,2015,3,3,Minimal
Massachusetts,2015,4,3,Minimal
Massachusetts,2015,5,2,Minimal
Massachusetts,2015,6,1,Minimal
Massachusetts,2015,7,1,Minimal
Massachusetts,2015,8,1,Minimal
Massachusetts,2015,9,1,Minimal
Massachusetts,2015,10,1,Minimal
Massachusetts,2013,11,1,Minimal
Massachusetts,2013,12,1,Minimal
Massachusetts,2014,1,4,Low
Massachusetts,2014,2,3,Minimal
Massachusetts,2014,3,2,Minimal
Massachusetts,2014,3,2,Minimal
Massachusetts,2014,5,2,Minimal
Massachusetts,2014,5,1,Minimal
Massachusetts,2014,6,1,Minimal
Massachusetts,2014,8,1,Minimal
Massachusetts,2014,8,1,Minimal
Massachusetts,2014,9,1,Minimal
Massachusetts,2012,11,1,Minimal
Massachusetts,2012,12,3,Minimal
Massachusetts,2013,1,7,Moderate
Massachusetts,2013,2,4,Low
Massachusetts,2013,3,2,Minimal
Massachusetts,2013,3,3,Minimal
Massachusetts,2013,5,1,Minimal
Massachusetts,2013,6,1,Minimal
Massachusetts,2013,6,1,Minimal
Massachusetts,2013,8,1,Minimal
Massachusetts,2013,8,1,Minimal
Massachusetts,2013,9,1,Minimal
Massachusetts,2011,11,1,Minimal
Massachusetts,2011,12,1,Minimal
Massachusetts,2012,1,2,Minimal
Massachusetts,2012,2,2,Minimal
Massachusetts,2012,3,1,Minimal
Massachusetts,2012,3,1,Minimal
Massachusetts,2012,5,1,Minimal
Massachusetts,2012,6,1,Minimal
Massachusetts,2012,6,1,Minimal
Massachusetts,2012,8,1,Minimal
Massachusetts,2012,9,1,Minimal
Massachusetts,2012,9,1,Minimal
Massachusetts,2010,11,1,Minimal
Massachusetts,2010,12,1,Minimal
Massachusetts,2011,1,2,Minimal
Massachusetts,2011,2,5,Low
Massachusetts,2011,3,3,Minimal
Massachusetts,2011,4,2,Minimal
Massachusetts,2011,5,1,Minimal
Massachusetts,2011,6,1,Minimal
Massachusetts,2011,7,1,Minimal
Massachusetts,2011,8,1,Minimal
Massachusetts,2011,9,1,Minimal
