State,Year,Month,precipitation
Arizona,2012,10,0.25
Arizona,2012,11,0.21
Arizona,2012,12,1.46
Arizona,2013,01,1.30
Arizona,2013,02,0.51
Arizona,2013,03,0.57
Arizona,2013,04,0.20
Arizona,2013,05,0.06
Arizona,2013,06,0.03
Arizona,2013,07,2.68
Arizona,2013,08,2.39
Arizona,2013,09,1.88
Arizona,2013,10,0.21
Arizona,2013,11,1.86
Arizona,2013,12,0.44
Arizona,2014,01,0.03
Arizona,2014,02,0.16
Arizona,2014,03,0.90
Arizona,2014,04,0.24
Arizona,2014,05,0.07
Arizona,2014,06,0.01
Arizona,2014,07,1.86
Arizona,2014,08,3.13
Arizona,2014,09,2.49
Arizona,2014,10,0.60
Arizona,2014,11,0.11
Arizona,2014,12,1.47
Arizona,2015,01,1.79
Arizona,2015,02,0.64
Arizona,2015,03,1.12
Arizona,2015,04,0.42
Arizona,2015,05,1.00
Arizona,2015,06,0.80
Arizona,2015,07,1.91
Arizona,2015,08,2.10
Arizona,2015,09,1.37
Arizona,2015,10,1.88
Arizona,2015,11,0.76
Arizona,2015,12,0.60
Michigan,2000,01,1.68
Michigan,2000,02,1.42
Michigan,2000,03,1.62
Michigan,2000,04,2.41
Michigan,2000,05,4.64
Michigan,2000,06,4.07
Michigan,2000,07,3.45
Michigan,2000,08,2.85
Michigan,2000,09,3.95
Michigan,2000,10,1.63
Michigan,2000,11,2.77
Michigan,2000,12,2.53
Michigan,2001,01,1.23
Michigan,2001,02,2.63
Michigan,2001,03,0.71
Michigan,2001,04,3.12
Michigan,2001,05,4.71
Michigan,2001,06,3.24
Michigan,2001,07,2.02
Michigan,2001,08,3.38
Michigan,2001,09,4.25
Michigan,2001,10,5.47
Michigan,2001,11,2.44
Michigan,2001,12,1.97
Michigan,2002,01,1.12
Michigan,2002,02,2.13
Michigan,2002,03,2.59
Michigan,2002,04,3.57
Michigan,2002,05,3.83
Michigan,2002,06,3.01
Michigan,2002,07,3.22
Michigan,2002,08,3.51
Michigan,2002,09,2.13
Michigan,2002,10,3.07
Michigan,2002,11,1.58
Michigan,2002,12,1.14
Michigan,2003,01,0.86
Michigan,2003,02,1.06
Michigan,2003,03,1.97
Michigan,2003,04,2.79
Michigan,2003,05,3.99
Michigan,2003,06,2.21
Michigan,2003,07,3.34
Michigan,2003,08,2.69
Michigan,2003,09,3.33
Michigan,2003,10,2.31
Michigan,2003,11,4.60
Michigan,2003,12,1.93
Michigan,2004,01,2.03
Michigan,2004,02,1.20
Michigan,2004,03,3.17
Michigan,2004,04,2.06
Michigan,2004,05,6.64
Michigan,2004,06,3.27
Michigan,2004,07,3.30
Michigan,2004,08,3.17
Michigan,2004,09,1.07
Michigan,2004,10,3.73
Michigan,2004,11,2.79
Michigan,2004,12,2.92
Michigan,2005,01,2.93
Michigan,2005,02,1.78
Michigan,2005,03,1.20
Michigan,2005,04,1.36
Michigan,2005,05,2.05
Michigan,2005,06,2.87
Michigan,2005,07,3.69
Michigan,2005,08,2.59
Michigan,2005,09,3.58
Michigan,2005,10,1.73
Michigan,2005,11,4.15
Michigan,2005,12,1.96
Michigan,2006,01,3.00
Michigan,2006,02,1.80
Michigan,2006,03,2.21
Michigan,2006,04,2.10
Michigan,2006,05,4.63
Michigan,2006,06,2.42
Michigan,2006,07,3.82
Michigan,2006,08,3.13
Michigan,2006,09,3.35
Michigan,2006,10,4.20
Michigan,2006,11,2.34
Michigan,2006,12,2.85
Michigan,2007,01,2.19
Michigan,2007,02,0.96
Michigan,2007,03,2.51
Michigan,2007,04,3.00
Michigan,2007,05,2.31
Michigan,2007,06,2.67
Michigan,2007,07,2.04
Michigan,2007,08,4.11
Michigan,2007,09,2.84
Michigan,2007,10,3.80
Michigan,2007,11,1.61
Michigan,2007,12,2.62
Michigan,2008,01,3.19
Michigan,2008,02,2.56
Michigan,2008,03,1.50
Michigan,2008,04,3.32
Michigan,2008,05,2.38
Michigan,2008,06,4.69
Michigan,2008,07,3.73
Michigan,2008,08,1.67
Michigan,2008,09,5.22
Michigan,2008,10,2.14
Michigan,2008,11,2.22
Michigan,2008,12,4.23
Michigan,2009,01,1.32
Michigan,2009,02,2.40
Michigan,2009,03,2.32
Michigan,2009,04,3.94
Michigan,2009,05,2.95
Michigan,2009,06,3.53
Michigan,2009,07,2.30
Michigan,2009,08,4.62
Michigan,2009,09,1.81
Michigan,2009,10,5.25
Michigan,2009,11,1.09
Michigan,2009,12,2.34
Michigan,2010,01,0.95
Michigan,2010,02,1.04
Michigan,2010,03,0.73
Michigan,2010,04,2.09
Michigan,2010,05,3.52
Michigan,2010,06,5.89
Michigan,2010,07,4.16
Michigan,2010,08,2.37
Michigan,2010,09,4.88
Michigan,2010,10,2.01
Michigan,2010,11,2.15
Michigan,2010,12,1.43
Michigan,2011,01,1.43
Michigan,2011,02,1.53
Michigan,2011,03,2.21
Michigan,2011,04,5.44
Michigan,2011,05,4.26
Michigan,2011,06,3.65
Michigan,2011,07,2.99
Michigan,2011,08,3.16
Michigan,2011,09,3.72
Michigan,2011,10,3.37
Michigan,2011,11,3.19
Michigan,2011,12,1.87
Michigan,2012,01,2.22
Michigan,2012,02,1.31
Michigan,2012,03,2.59
Michigan,2012,04,1.89
Michigan,2012,05,3.00
Michigan,2012,06,3.00
Michigan,2012,07,3.59
Michigan,2012,08,2.73
Michigan,2012,09,2.57
Michigan,2012,10,4.66
Michigan,2012,11,0.99
Michigan,2012,12,2.45
Michigan,2013,01,3.30
Michigan,2013,02,2.28
Michigan,2013,03,1.36
Michigan,2013,04,5.72
Michigan,2013,05,3.59
Michigan,2013,06,3.68
Michigan,2013,07,3.54
Michigan,2013,08,3.00
Michigan,2013,09,1.92
Michigan,2013,10,3.82
Michigan,2013,11,3.83
Michigan,2013,12,2.19
Michigan,2014,01,2.21
Michigan,2014,02,1.58
Michigan,2014,03,1.39
Michigan,2014,04,3.82
Michigan,2014,05,3.53
Michigan,2014,06,3.82
Michigan,2014,07,3.46
Michigan,2014,08,3.56
Michigan,2014,09,3.92
Michigan,2014,10,4.09
Michigan,2014,11,3.51
Michigan,2014,12,1.77
Michigan,2015,01,1.28
Michigan,2015,02,0.97
Michigan,2015,03,0.87
Michigan,2015,04,2.46
Michigan,2015,05,4.14
Michigan,2015,06,4.07
Michigan,2015,07,2.49
Michigan,2015,08,3.31
Michigan,2015,09,2.91
Michigan,2015,10,2.46
Michigan,2015,11,3.06
Michigan,2015,12,3.73
Minnesota,2000,01,0.58
Minnesota,2000,02,1.03
Minnesota,2000,03,1.21
Minnesota,2000,04,1.44
Minnesota,2000,05,3.65
Minnesota,2000,06,4.99
Minnesota,2000,07,3.79
Minnesota,2000,08,3.47
Minnesota,2000,09,1.53
Minnesota,2000,10,1.97
Minnesota,2000,11,3.39
Minnesota,2000,12,0.93
Minnesota,2001,01,0.83
Minnesota,2001,02,1.30
Minnesota,2001,03,0.55
Minnesota,2001,04,5.30
Minnesota,2001,05,4.06
Minnesota,2001,06,3.89
Minnesota,2001,07,3.37
Minnesota,2001,08,3.01
Minnesota,2001,09,2.30
Minnesota,2001,10,2.04
Minnesota,2001,11,2.07
Minnesota,2001,12,0.56
Minnesota,2002,01,0.23
Minnesota,2002,02,0.58
Minnesota,2002,03,1.24
Minnesota,2002,04,2.24
Minnesota,2002,05,2.28
Minnesota,2002,06,6.14
Minnesota,2002,07,4.94
Minnesota,2002,08,5.28
Minnesota,2002,09,2.35
Minnesota,2002,10,2.63
Minnesota,2002,11,0.26
Minnesota,2002,12,0.42
Minnesota,2003,01,0.23
Minnesota,2003,02,0.44
Minnesota,2003,03,0.89
Minnesota,2003,04,2.05
Minnesota,2003,05,3.57
Minnesota,2003,06,4.73
Minnesota,2003,07,3.19
Minnesota,2003,08,1.41
Minnesota,2003,09,2.90
Minnesota,2003,10,1.14
Minnesota,2003,11,0.96
Minnesota,2003,12,0.69
Minnesota,2004,01,0.76
Minnesota,2004,02,0.82
Minnesota,2004,03,1.55
Minnesota,2004,04,1.37
Minnesota,2004,05,5.63
Minnesota,2004,06,2.76
Minnesota,2004,07,4.19
Minnesota,2004,08,2.88
Minnesota,2004,09,5.52
Minnesota,2004,10,2.88
Minnesota,2004,11,0.63
Minnesota,2004,12,0.88
Minnesota,2005,01,1.39
Minnesota,2005,02,0.75
Minnesota,2005,03,0.78
Minnesota,2005,04,1.91
Minnesota,2005,05,4.06
Minnesota,2005,06,5.61
Minnesota,2005,07,2.59
Minnesota,2005,08,3.42
Minnesota,2005,09,4.46
Minnesota,2005,10,2.96
Minnesota,2005,11,2.57
Minnesota,2005,12,1.10
Minnesota,2006,01,0.50
Minnesota,2006,02,0.54
Minnesota,2006,03,1.69
Minnesota,2006,04,2.64
Minnesota,2006,05,2.64
Minnesota,2006,06,2.65
Minnesota,2006,07,2.00
Minnesota,2006,08,3.62
Minnesota,2006,09,3.16
Minnesota,2006,10,1.19
Minnesota,2006,11,0.86
Minnesota,2006,12,1.29
Minnesota,2007,01,0.44
Minnesota,2007,02,1.08
Minnesota,2007,03,2.17
Minnesota,2007,04,2.39
Minnesota,2007,05,3.04
Minnesota,2007,06,3.58
Minnesota,2007,07,2.17
Minnesota,2007,08,4.10
Minnesota,2007,09,4.05
Minnesota,2007,10,4.68
Minnesota,2007,11,0.28
Minnesota,2007,12,1.23
Minnesota,2008,01,0.21
Minnesota,2008,02,0.40
Minnesota,2008,03,0.77
Minnesota,2008,04,3.30
Minnesota,2008,05,2.82
Minnesota,2008,06,4.88
Minnesota,2008,07,2.99
Minnesota,2008,08,2.12
Minnesota,2008,09,3.36
Minnesota,2008,10,3.46
Minnesota,2008,11,1.55
Minnesota,2008,12,1.48
Minnesota,2009,01,0.60
Minnesota,2009,02,1.04
Minnesota,2009,03,2.60
Minnesota,2009,04,1.60
Minnesota,2009,05,1.74
Minnesota,2009,06,3.35
Minnesota,2009,07,2.76
Minnesota,2009,08,3.88
Minnesota,2009,09,1.38
Minnesota,2009,10,5.06
Minnesota,2009,11,0.75
Minnesota,2009,12,1.62
Minnesota,2010,01,0.89
Minnesota,2010,02,0.58
Minnesota,2010,03,0.95
Minnesota,2010,04,1.35
Minnesota,2010,05,3.15
Minnesota,2010,06,5.21
Minnesota,2010,07,4.95
Minnesota,2010,08,4.55
Minnesota,2010,09,6.41
Minnesota,2010,10,2.25
Minnesota,2010,11,1.38
Minnesota,2010,12,1.77
Minnesota,2011,01,1.05
Minnesota,2011,02,0.68
Minnesota,2011,03,1.19
Minnesota,2011,04,2.70
Minnesota,2011,05,4.14
Minnesota,2011,06,4.18
Minnesota,2011,07,4.68
Minnesota,2011,08,2.73
Minnesota,2011,09,1.21
Minnesota,2011,10,0.98
Minnesota,2011,11,0.34
Minnesota,2011,12,0.47
Minnesota,2012,01,0.56
Minnesota,2012,02,1.18
Minnesota,2012,03,1.63
Minnesota,2012,04,2.76
Minnesota,2012,05,5.96
Minnesota,2012,06,4.36
Minnesota,2012,07,3.28
Minnesota,2012,08,2.04
Minnesota,2012,09,0.61
Minnesota,2012,10,1.88
Minnesota,2012,11,0.87
Minnesota,2012,12,1.04
Minnesota,2013,01,1.01
Minnesota,2013,02,1.16
Minnesota,2013,03,1.70
Minnesota,2013,04,3.05
Minnesota,2013,05,4.39
Minnesota,2013,06,5.22
Minnesota,2013,07,2.86
Minnesota,2013,08,1.84
Minnesota,2013,09,2.45
Minnesota,2013,10,3.34
Minnesota,2013,11,0.62
Minnesota,2013,12,1.37
Minnesota,2014,01,0.80
Minnesota,2014,02,0.86
Minnesota,2014,03,0.87
Minnesota,2014,04,3.70
Minnesota,2014,05,3.51
Minnesota,2014,06,8.07
Minnesota,2014,07,2.50
Minnesota,2014,08,3.72
Minnesota,2014,09,2.36
Minnesota,2014,10,1.19
Minnesota,2014,11,0.81
Minnesota,2014,12,0.73
Minnesota,2015,01,0.49
Minnesota,2015,02,0.47
Minnesota,2015,03,0.60
Minnesota,2015,04,1.39
Minnesota,2015,05,5.30
Minnesota,2015,06,3.80
Minnesota,2015,07,4.07
Minnesota,2015,08,3.89
Minnesota,2015,09,2.71
Minnesota,2015,10,2.15
Minnesota,2015,11,2.68
Minnesota,2015,12,1.91
Mississippi,2000,01,3.14
Mississippi,2000,02,1.88
Mississippi,2000,03,5.15
Mississippi,2000,04,6.73
Mississippi,2000,05,2.36
Mississippi,2000,06,4.51
Mississippi,2000,07,1.88
Mississippi,2000,08,1.95
Mississippi,2000,09,2.67
Mississippi,2000,10,0.99
Mississippi,2000,11,9.17
Mississippi,2000,12,4.21
Mississippi,2001,01,5.91
Mississippi,2001,02,5.71
Mississippi,2001,03,7.71
Mississippi,2001,04,3.48
Mississippi,2001,05,3.29
Mississippi,2001,06,6.58
Mississippi,2001,07,4.50
Mississippi,2001,08,5.86
Mississippi,2001,09,5.06
Mississippi,2001,10,5.61
Mississippi,2001,11,6.59
Mississippi,2001,12,5.98
Mississippi,2002,01,6.06
Mississippi,2002,02,3.42
Mississippi,2002,03,7.30
Mississippi,2002,04,2.84
Mississippi,2002,05,4.66
Mississippi,2002,06,3.23
Mississippi,2002,07,5.36
Mississippi,2002,08,4.03
Mississippi,2002,09,9.69
Mississippi,2002,10,8.05
Mississippi,2002,11,4.32
Mississippi,2002,12,7.13
Mississippi,2003,01,1.75
Mississippi,2003,02,8.83
Mississippi,2003,03,3.48
Mississippi,2003,04,5.11
Mississippi,2003,05,5.79
Mississippi,2003,06,8.01
Mississippi,2003,07,6.01
Mississippi,2003,08,4.89
Mississippi,2003,09,3.97
Mississippi,2003,10,2.50
Mississippi,2003,11,5.27
Mississippi,2003,12,3.37
Mississippi,2004,01,4.25
Mississippi,2004,02,8.44
Mississippi,2004,03,2.87
Mississippi,2004,04,4.07
Mississippi,2004,05,7.32
Mississippi,2004,06,9.65
Mississippi,2004,07,4.33
Mississippi,2004,08,4.09
Mississippi,2004,09,1.60
Mississippi,2004,10,5.12
Mississippi,2004,11,8.29
Mississippi,2004,12,5.78
Mississippi,2005,01,3.60
Mississippi,2005,02,5.42
Mississippi,2005,03,4.18
Mississippi,2005,04,6.96
Mississippi,2005,05,3.19
Mississippi,2005,06,3.42
Mississippi,2005,07,6.26
Mississippi,2005,08,6.95
Mississippi,2005,09,3.28
Mississippi,2005,10,0.08
Mississippi,2005,11,2.93
Mississippi,2005,12,4.37
Mississippi,2006,01,6.13
Mississippi,2006,02,6.15
Mississippi,2006,03,3.75
Mississippi,2006,04,3.49
Mississippi,2006,05,3.70
Mississippi,2006,06,1.78
Mississippi,2006,07,3.14
Mississippi,2006,08,3.73
Mississippi,2006,09,3.85
Mississippi,2006,10,7.05
Mississippi,2006,11,3.53
Mississippi,2006,12,6.17
Mississippi,2007,01,4.89
Mississippi,2007,02,2.44
Mississippi,2007,03,0.85
Mississippi,2007,04,3.64
Mississippi,2007,05,2.40
Mississippi,2007,06,3.16
Mississippi,2007,07,7.44
Mississippi,2007,08,2.14
Mississippi,2007,09,3.86
Mississippi,2007,10,4.72
Mississippi,2007,11,2.22
Mississippi,2007,12,4.02
Mississippi,2008,01,4.13
Mississippi,2008,02,5.56
Mississippi,2008,03,4.22
Mississippi,2008,04,5.56
Mississippi,2008,05,6.11
Mississippi,2008,06,2.50
Mississippi,2008,07,2.84
Mississippi,2008,08,8.54
Mississippi,2008,09,5.95
Mississippi,2008,10,2.58
Mississippi,2008,11,3.26
Mississippi,2008,12,8.20
Mississippi,2009,01,3.69
Mississippi,2009,02,3.32
Mississippi,2009,03,8.32
Mississippi,2009,04,3.53
Mississippi,2009,05,8.69
Mississippi,2009,06,1.55
Mississippi,2009,07,6.98
Mississippi,2009,08,3.69
Mississippi,2009,09,7.86
Mississippi,2009,10,9.89
Mississippi,2009,11,2.00
Mississippi,2009,12,8.89
Mississippi,2010,01,5.14
Mississippi,2010,02,4.31
Mississippi,2010,03,3.89
Mississippi,2010,04,2.77
Mississippi,2010,05,5.89
Mississippi,2010,06,3.11
Mississippi,2010,07,4.15
Mississippi,2010,08,4.91
Mississippi,2010,09,0.84
Mississippi,2010,10,1.73
Mississippi,2010,11,5.58
Mississippi,2010,12,1.59
Mississippi,2011,01,4.44
Mississippi,2011,02,2.71
Mississippi,2011,03,6.80
Mississippi,2011,04,6.34
Mississippi,2011,05,1.99
Mississippi,2011,06,3.26
Mississippi,2011,07,5.69
Mississippi,2011,08,2.31
Mississippi,2011,09,7.98
Mississippi,2011,10,1.11
Mississippi,2011,11,4.10
Mississippi,2011,12,6.11
Mississippi,2012,01,4.23
Mississippi,2012,02,5.72
Mississippi,2012,03,6.76
Mississippi,2012,04,3.39
Mississippi,2012,05,3.13
Mississippi,2012,06,3.46
Mississippi,2012,07,7.02
Mississippi,2012,08,8.71
Mississippi,2012,09,4.18
Mississippi,2012,10,3.18
Mississippi,2012,11,2.18
Mississippi,2012,12,7.20
Mississippi,2013,01,9.07
Mississippi,2013,02,7.12
Mississippi,2013,03,4.00
Mississippi,2013,04,6.62
Mississippi,2013,05,6.11
Mississippi,2013,06,4.15
Mississippi,2013,07,4.36
Mississippi,2013,08,3.28
Mississippi,2013,09,5.29
Mississippi,2013,10,2.27
Mississippi,2013,11,5.25
Mississippi,2013,12,5.41
Mississippi,2014,01,2.08
Mississippi,2014,02,6.00
Mississippi,2014,03,5.60
Mississippi,2014,04,8.86
Mississippi,2014,05,5.16
Mississippi,2014,06,6.96
Mississippi,2014,07,4.14
Mississippi,2014,08,3.71
Mississippi,2014,09,2.54
Mississippi,2014,10,4.28
Mississippi,2014,11,3.17
Mississippi,2014,12,5.72
Mississippi,2015,01,4.70
Mississippi,2015,02,4.09
Mississippi,2015,03,6.40
Mississippi,2015,04,6.09
Mississippi,2015,05,6.18
Mississippi,2015,06,4.05
Mississippi,2015,07,4.40
Mississippi,2015,08,3.14
Mississippi,2015,09,1.58
Mississippi,2015,10,5.26
Mississippi,2015,11,7.45
Mississippi,2015,12,7.23
Missouri,2000,01,1.37
Missouri,2000,02,2.74
Missouri,2000,03,2.55
Missouri,2000,04,1.23
Missouri,2000,05,4.16
Missouri,2000,06,6.94
Missouri,2000,07,4.05
Missouri,2000,08,2.69
Missouri,2000,09,2.83
Missouri,2000,10,2.81
Missouri,2000,11,2.88
Missouri,2000,12,1.45
Missouri,2001,01,1.98
Missouri,2001,02,4.39
Missouri,2001,03,1.71
Missouri,2001,04,2.97
Missouri,2001,05,5.50
Missouri,2001,06,5.91
Missouri,2001,07,4.87
Missouri,2001,08,2.98
Missouri,2001,09,3.48
Missouri,2001,10,4.36
Missouri,2001,11,2.55
Missouri,2001,12,2.91
Missouri,2002,01,2.64
Missouri,2002,02,1.42
Missouri,2002,03,3.51
Missouri,2002,04,4.60
Missouri,2002,05,9.60
Missouri,2002,06,2.95
Missouri,2002,07,3.11
Missouri,2002,08,3.74
Missouri,2002,09,1.94
Missouri,2002,10,3.54
Missouri,2002,11,0.84
Missouri,2002,12,2.32
Missouri,2003,01,0.59
Missouri,2003,02,2.46
Missouri,2003,03,2.30
Missouri,2003,04,4.04
Missouri,2003,05,4.90
Missouri,2003,06,4.72
Missouri,2003,07,2.47
Missouri,2003,08,3.74
Missouri,2003,09,5.19
Missouri,2003,10,2.24
Missouri,2003,11,4.08
Missouri,2003,12,3.30
Missouri,2004,01,2.16
Missouri,2004,02,0.93
Missouri,2004,03,4.98
Missouri,2004,04,3.43
Missouri,2004,05,5.65
Missouri,2004,06,3.47
Missouri,2004,07,5.65
Missouri,2004,08,5.21
Missouri,2004,09,1.14
Missouri,2004,10,4.76
Missouri,2004,11,5.71
Missouri,2004,12,1.44
Missouri,2005,01,4.94
Missouri,2005,02,2.37
Missouri,2005,03,1.62
Missouri,2005,04,3.35
Missouri,2005,05,2.16
Missouri,2005,06,3.90
Missouri,2005,07,2.92
Missouri,2005,08,5.54
Missouri,2005,09,3.94
Missouri,2005,10,1.71
Missouri,2005,11,3.13
Missouri,2005,12,0.83
Missouri,2006,01,2.09
Missouri,2006,02,0.53
Missouri,2006,03,3.84
Missouri,2006,04,3.74
Missouri,2006,05,3.62
Missouri,2006,06,3.12
Missouri,2006,07,3.56
Missouri,2006,08,4.46
Missouri,2006,09,2.84
Missouri,2006,10,3.71
Missouri,2006,11,3.50
Missouri,2006,12,3.00
Missouri,2007,01,2.86
Missouri,2007,02,2.37
Missouri,2007,03,2.69
Missouri,2007,04,3.77
Missouri,2007,05,5.15
Missouri,2007,06,5.11
Missouri,2007,07,2.31
Missouri,2007,08,3.24
Missouri,2007,09,3.00
Missouri,2007,10,3.95
Missouri,2007,11,1.16
Missouri,2007,12,3.97
Missouri,2008,01,1.52
Missouri,2008,02,4.47
Missouri,2008,03,6.81
Missouri,2008,04,6.60
Missouri,2008,05,5.42
Missouri,2008,06,6.98
Missouri,2008,07,6.34
Missouri,2008,08,2.54
Missouri,2008,09,8.15
Missouri,2008,10,2.52
Missouri,2008,11,1.61
Missouri,2008,12,3.14
Missouri,2009,01,0.89
Missouri,2009,02,1.89
Missouri,2009,03,3.97
Missouri,2009,04,5.23
Missouri,2009,05,5.86
Missouri,2009,06,5.77
Missouri,2009,07,4.46
Missouri,2009,08,4.77
Missouri,2009,09,3.76
Missouri,2009,10,9.87
Missouri,2009,11,2.27
Missouri,2009,12,2.97
Missouri,2010,01,2.12
Missouri,2010,02,1.73
Missouri,2010,03,3.35
Missouri,2010,04,3.94
Missouri,2010,05,6.77
Missouri,2010,06,4.79
Missouri,2010,07,6.77
Missouri,2010,08,2.53
Missouri,2010,09,7.86
Missouri,2010,10,0.73
Missouri,2010,11,3.08
Missouri,2010,12,0.90
Missouri,2011,01,1.02
Missouri,2011,02,3.52
Missouri,2011,03,3.47
Missouri,2011,04,7.60
Missouri,2011,05,6.36
Missouri,2011,06,4.08
Missouri,2011,07,2.48
Missouri,2011,08,3.92
Missouri,2011,09,2.58
Missouri,2011,10,1.21
Missouri,2011,11,5.72
Missouri,2011,12,3.74
Missouri,2012,01,1.30
Missouri,2012,02,2.30
Missouri,2012,03,4.17
Missouri,2012,04,3.74
Missouri,2012,05,2.16
Missouri,2012,06,1.90
Missouri,2012,07,1.70
Missouri,2012,08,2.44
Missouri,2012,09,4.90
Missouri,2012,10,3.17
Missouri,2012,11,1.57
Missouri,2012,12,1.68
Missouri,2013,01,3.33
Missouri,2013,02,3.19
Missouri,2013,03,3.48
Missouri,2013,04,6.21
Missouri,2013,05,6.84
Missouri,2013,06,4.46
Missouri,2013,07,3.07
Missouri,2013,08,4.08
Missouri,2013,09,2.50
Missouri,2013,10,3.61
Missouri,2013,11,2.44
Missouri,2013,12,2.50
Missouri,2014,01,1.09
Missouri,2014,02,1.22
Missouri,2014,03,1.70
Missouri,2014,04,5.09
Missouri,2014,05,3.19
Missouri,2014,06,6.10
Missouri,2014,07,2.59
Missouri,2014,08,4.34
Missouri,2014,09,3.85
Missouri,2014,10,6.23
Missouri,2014,11,1.72
Missouri,2014,12,2.20
Missouri,2015,01,1.19
Missouri,2015,02,1.70
Missouri,2015,03,3.24
Missouri,2015,04,3.53
Missouri,2015,05,7.30
Missouri,2015,06,7.36
Missouri,2015,07,7.93
Missouri,2015,08,3.96
Missouri,2015,09,2.18
Missouri,2015,10,1.56
Missouri,2015,11,7.90
Missouri,2015,12,7.67
Montana,2000,01,1.19
Montana,2000,02,1.26
Montana,2000,03,1.00
Montana,2000,04,1.28
Montana,2000,05,2.09
Montana,2000,06,2.09
Montana,2000,07,1.64
Montana,2000,08,0.38
Montana,2000,09,1.54
Montana,2000,10,1.35
Montana,2000,11,0.98
Montana,2000,12,0.87
Montana,2001,01,0.51
Montana,2001,02,0.82
Montana,2001,03,0.83
Montana,2001,04,1.72
Montana,2001,05,0.83
Montana,2001,06,3.83
Montana,2001,07,2.48
Montana,2001,08,0.21
Montana,2001,09,0.92
Montana,2001,10,1.29
Montana,2001,11,0.71
Montana,2001,12,0.79
Montana,2002,01,1.26
Montana,2002,02,0.97
Montana,2002,03,1.48
Montana,2002,04,1.25
Montana,2002,05,2.04
Montana,2002,06,3.37
Montana,2002,07,1.41
Montana,2002,08,1.89
Montana,2002,09,1.37
Montana,2002,10,0.68
Montana,2002,11,0.66
Montana,2002,12,0.78
Montana,2003,01,1.37
Montana,2003,02,1.21
Montana,2003,03,2.10
Montana,2003,04,2.03
Montana,2003,05,2.33
Montana,2003,06,2.18
Montana,2003,07,0.50
Montana,2003,08,0.71
Montana,2003,09,1.08
Montana,2003,10,1.33
Montana,2003,11,1.15
Montana,2003,12,1.40
Montana,2004,01,1.30
Montana,2004,02,0.72
Montana,2004,03,0.64
Montana,2004,04,1.15
Montana,2004,05,3.00
Montana,2004,06,2.03
Montana,2004,07,1.48
Montana,2004,08,1.97
Montana,2004,09,1.53
Montana,2004,10,1.49
Montana,2004,11,0.60
Montana,2004,12,0.93
Montana,2005,01,0.79
Montana,2005,02,0.27
Montana,2005,03,1.46
Montana,2005,04,1.94
Montana,2005,05,2.72
Montana,2005,06,4.80
Montana,2005,07,0.67
Montana,2005,08,1.24
Montana,2005,09,1.30
Montana,2005,10,1.93
Montana,2005,11,1.66
Montana,2005,12,1.23
Montana,2006,01,1.40
Montana,2006,02,0.91
Montana,2006,03,1.25
Montana,2006,04,2.68
Montana,2006,05,1.80
Montana,2006,06,2.35
Montana,2006,07,0.59
Montana,2006,08,0.82
Montana,2006,09,1.92
Montana,2006,10,1.94
Montana,2006,11,1.71
Montana,2006,12,0.87
Montana,2007,01,0.72
Montana,2007,02,1.42
Montana,2007,03,1.16
Montana,2007,04,1.78
Montana,2007,05,4.05
Montana,2007,06,2.09
Montana,2007,07,0.83
Montana,2007,08,0.74
Montana,2007,09,1.46
Montana,2007,10,1.61
Montana,2007,11,0.92
Montana,2007,12,1.19
Montana,2008,01,1.26
Montana,2008,02,1.08
Montana,2008,03,0.93
Montana,2008,04,0.98
Montana,2008,05,4.05
Montana,2008,06,2.85
Montana,2008,07,1.05
Montana,2008,08,1.16
Montana,2008,09,1.62
Montana,2008,10,1.32
Montana,2008,11,1.37
Montana,2008,12,1.81
Montana,2009,01,1.34
Montana,2009,02,0.74
Montana,2009,03,1.72
Montana,2009,04,1.94
Montana,2009,05,1.34
Montana,2009,06,2.15
Montana,2009,07,2.03
Montana,2009,08,1.86
Montana,2009,09,0.55
Montana,2009,10,2.17
Montana,2009,11,0.56
Montana,2009,12,1.05
Montana,2010,01,1.08
Montana,2010,02,0.50
Montana,2010,03,0.74
Montana,2010,04,2.08
Montana,2010,05,3.93
Montana,2010,06,3.66
Montana,2010,07,1.51
Montana,2010,08,2.18
Montana,2010,09,1.87
Montana,2010,10,0.91
Montana,2010,11,1.92
Montana,2010,12,1.61
Montana,2011,01,1.77
Montana,2011,02,1.37
Montana,2011,03,1.62
Montana,2011,04,2.52
Montana,2011,05,5.70
Montana,2011,06,3.36
Montana,2011,07,1.39
Montana,2011,08,0.77
Montana,2011,09,0.47
Montana,2011,10,1.99
Montana,2011,11,1.08
Montana,2011,12,0.81
Montana,2012,01,1.23
Montana,2012,02,0.95
Montana,2012,03,1.60
Montana,2012,04,1.98
Montana,2012,05,2.42
Montana,2012,06,2.01
Montana,2012,07,1.29
Montana,2012,08,0.57
Montana,2012,09,0.17
Montana,2012,10,1.82
Montana,2012,11,1.45
Montana,2012,12,1.32
Montana,2013,01,1.05
Montana,2013,02,0.55
Montana,2013,03,0.91
Montana,2013,04,1.50
Montana,2013,05,4.15
Montana,2013,06,3.12
Montana,2013,07,1.19
Montana,2013,08,1.46
Montana,2013,09,2.53
Montana,2013,10,1.19
Montana,2013,11,0.91
Montana,2013,12,1.46
Montana,2014,01,1.21
Montana,2014,02,1.71
Montana,2014,03,2.26
Montana,2014,04,1.47
Montana,2014,05,1.92
Montana,2014,06,3.20
Montana,2014,07,0.69
Montana,2014,08,3.70
Montana,2014,09,1.20
